gid;Códi / Código;Nom / Nombre;Tipus / Tipo;Línia / Línea;Pròximes Arribades / Próximas Llegadas;proximes_llegadas;geo_shape;geo_point_2d
237100;92;Pont de Fusta;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=92&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=92&lang=va;"{""coordinates"": [-0.37318056860230847, 39.481781045417804], ""type"": ""Point""}";39.481781045417804, -0.37318056860230847
237113;104;Vicent Andrés Estellés;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=104&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=104&lang=va;"{""coordinates"": [-0.41988399650213665, 39.50856022050974], ""type"": ""Point""}";39.50856022050974, -0.41988399650213665
237114;105;À Punt;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=105&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=105&lang=va;"{""coordinates"": [-0.4247489864954702, 39.51220325625923], ""type"": ""Point""}";39.51220325625923, -0.4247489864954702
237117;111;La Coma;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=111&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=111&lang=va;"{""coordinates"": [-0.43170699427707426, 39.521572152247394], ""type"": ""Point""}";39.521572152247394, -0.43170699427707426
237125;130;Estadi Ciutat de València;1;1,6;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=130&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=130&lang=va;"{""coordinates"": [-0.36554199490941947, 39.494918863018285], ""type"": ""Point""}";39.494918863018285, -0.36554199490941947
237210;16;Xàtiva;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=16&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=16&lang=va;"{""coordinates"": [-0.377375006091083, 39.46718601400712], ""type"": ""Point""}";39.46718601400712, -0.377375006091083
237204;117;Quart de Poblet;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=117&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=117&lang=va;"{""coordinates"": [-0.44188055413458743, 39.48108677099763], ""type"": ""Point""}";39.48108677099763, -0.44188055413458743
237217;7;Meliana;1;3;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=7&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=7&lang=va;"{""coordinates"": [-0.3518194551700547, 39.52803043467392], ""type"": ""Point""}";39.52803043467392, -0.3518194551700547
237218;6;Foios;1;3;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=6&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=6&lang=va;"{""coordinates"": [-0.35386943816728056, 39.537223855758896], ""type"": ""Point""}";39.537223855758896, -0.35386943816728056
237180;58;Les Carolines - Fira;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=58&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=58&lang=va;"{""coordinates"": [-0.42541944972392487, 39.49873737508498], ""type"": ""Point""}";39.49873737508498, -0.42541944972392487
237234;127;Canyamelar;1;6,8;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=127&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=127&lang=va;"{""coordinates"": [-0.32793200041807286, 39.46652225619434], ""type"": ""Point""}";39.46652225619434, -0.32793200041807286
237166;44;Font Almaguer;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=44&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=44&lang=va;"{""coordinates"": [-0.46408611592600685, 39.289405862125854], ""type"": ""Point""}";39.289405862125854, -0.46408611592600685
237101;93;Sagunt;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=93&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=93&lang=va;"{""coordinates"": [-0.3749722238203376, 39.486499825901895], ""type"": ""Point""}";39.486499825901895, -0.3749722238203376
237153;53;Campanar;1;1,2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=53&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=53&lang=va;"{""coordinates"": [-0.3950361010065258, 39.48463062443623], ""type"": ""Point""}";39.48463062443623, -0.3950361010065258
237221;3;Massamagrell;1;3;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=3&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=3&lang=va;"{""coordinates"": [-0.333033323500629, 39.57056049493916], ""type"": ""Point""}";39.57056049493916, -0.333033323500629
237147;76;Massarrojos;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=76&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=76&lang=va;"{""coordinates"": [-0.40287777812858305, 39.53660968895581], ""type"": ""Point""}";39.53660968895581, -0.40287777812858305
237222;2;La Pobla de Farnals;1;3;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=2&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=2&lang=va;"{""coordinates"": [-0.33043611090782443, 39.57941822166075], ""type"": ""Point""}";39.57941822166075, -0.33043611090782443
237211;13;Facultats - Manuel Broseta;1;3,5,7,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=13&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=13&lang=va;"{""coordinates"": [-0.3619055444301701, 39.47800449481189], ""type"": ""Point""}";39.47800449481189, -0.3619055444301701
237188;108;El Clot;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=108&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=108&lang=va;"{""coordinates"": [-0.5279861091158305, 39.54986576262979], ""type"": ""Point""}";39.54986576262979, -0.5279861091158305
237138;27;Safranar;1;1,2,7;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=27&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=27&lang=va;"{""coordinates"": [-0.3983833189002929, 39.45457080974115], ""type"": ""Point""}";39.45457080974115, -0.3983833189002929
237119;114;Ll. Llarga - Terramelar;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=114&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=114&lang=va;"{""coordinates"": [-0.43044722095923726, 39.50989917913695], ""type"": ""Point""}";39.50989917913695, -0.43044722095923726
237203;118;Salt de l'Aigua;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=118&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=118&lang=va;"{""coordinates"": [-0.45056819924313285, 39.4848328033487], ""type"": ""Point""}";39.4848328033487, -0.45056819924313285
237143;109;Bailén;1;7;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=109&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=109&lang=va;"{""coordinates"": [-0.37942221703030116, 39.463977853566156], ""type"": ""Point""}";39.463977853566156, -0.37942221703030116
237223;1;Rafelbunyol;1;3;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=1&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=1&lang=va;"{""coordinates"": [-0.33105832344524866, 39.588523904516435], ""type"": ""Point""}";39.588523904516435, -0.33105832344524866
237244;190;Alacant;1;10;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=190&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=190&lang=va;"{""coordinates"": [-0.37747700051225186, 39.46472103939357], ""type"": ""Point""}";39.46472103939357, -0.37747700051225186
237205;200;Faitanar;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=200&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=200&lang=va;"{""coordinates"": [-0.43318334180832085, 39.47761921077863], ""type"": ""Point""}";39.47761921077863, -0.43318334180832085
237190;67;L'Eliana;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=67&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=67&lang=va;"{""coordinates"": [-0.5359194284163187, 39.561832467826335], ""type"": ""Point""}";39.561832467826335, -0.5359194284163187
237196;186;Riba-roja de Túria;1;9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=186&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=186&lang=va;"{""coordinates"": [-0.5594444275774598, 39.54333500017424], ""type"": ""Point""}";39.54333500017424, -0.5594444275774598
237189;66;Montesol;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=66&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=66&lang=va;"{""coordinates"": [-0.5316972140071671, 39.55557254933344], ""type"": ""Point""}";39.55557254933344, -0.5316972140071671
237163;47;Picassent;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=47&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=47&lang=va;"{""coordinates"": [-0.46485832327858495, 39.36303714856912], ""type"": ""Point""}";39.36303714856912, -0.46485832327858495
237135;33;Torrent;1;1,2,7;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=33&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=33&lang=va;"{""coordinates"": [-0.46098610708564136, 39.434646646064856], ""type"": ""Point""}";39.434646646064856, -0.46098610708564136
237237;194;Ciutat Arts i Ciències - Justícia;1;10;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=194&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=194&lang=va;"{""coordinates"": [-0.35321599977945467, 39.45259203991893], ""type"": ""Point""}";39.45259203991893, -0.35321599977945467
237241;197;Natzaret;1;10;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=197&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=197&lang=va;"{""coordinates"": [-0.3346740002450643, 39.44988903943966], ""type"": ""Point""}";39.44988903943966, -0.3346740002450643
237110;101;La Granja;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=101&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=101&lang=va;"{""coordinates"": [-0.4124779998061252, 39.50403217479327], ""type"": ""Point""}";39.50403217479327, -0.4124779998061252
237111;102;Sant Joan;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=102&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=102&lang=va;"{""coordinates"": [-0.41632398912246604, 39.50529102481966], ""type"": ""Point""}";39.50529102481966, -0.41632398912246604
237220;4;Museros;1;3;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=4&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=4&lang=va;"{""coordinates"": [-0.34085556890976376, 39.56157688255019], ""type"": ""Point""}";39.56157688255019, -0.34085556890976376
237213;10;Alboraia Palmaret;1;3,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=10&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=10&lang=va;"{""coordinates"": [-0.35522222518917274, 39.49566272842113], ""type"": ""Point""}";39.49566272842113, -0.35522222518917274
237198;188;València la Vella;1;9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=188&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=188&lang=va;"{""coordinates"": [-0.5342069862551926, 39.530483285379376], ""type"": ""Point""}";39.530483285379376, -0.5342069862551926
237136;30;València Sud;1;1,2,7;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=30&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=30&lang=va;"{""coordinates"": [-0.4106472133564586, 39.440811196343056], ""type"": ""Point""}";39.440811196343056, -0.4106472133564586
237152;54;Beniferri;1;1,2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=54&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=54&lang=va;"{""coordinates"": [-0.3993369340966121, 39.491031686146925], ""type"": ""Point""}";39.491031686146925, -0.3993369340966121
237156;51;Pl. Espanya;1;1,2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=51&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=51&lang=va;"{""coordinates"": [-0.3816333410088131, 39.466201822102235], ""type"": ""Point""}";39.466201822102235, -0.3816333410088131
237170;40;Benimodo;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=40&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=40&lang=va;"{""coordinates"": [-0.5196194643809373, 39.216293374118074], ""type"": ""Point""}";39.216293374118074, -0.5196194643809373
237168;42;Ausiàs March;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=42&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=42&lang=va;"{""coordinates"": [-0.491977215041994, 39.24955753451306], ""type"": ""Point""}";39.24955753451306, -0.491977215041994
237165;45;Espioca;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=45&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=45&lang=va;"{""coordinates"": [-0.4667472240898878, 39.321884194543124], ""type"": ""Point""}";39.321884194543124, -0.4667472240898878
237159;78;Seminari - CEU;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=78&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=78&lang=va;"{""coordinates"": [-0.38974443028765865, 39.5499878326498], ""type"": ""Point""}";39.5499878326498, -0.38974443028765865
237239;192;Amado Granell - Montolivet;1;10;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=192&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=192&lang=va;"{""coordinates"": [-0.36511000042950803, 39.45937303938424], ""type"": ""Point""}";39.45937303938424, -0.36511000042950803
237094;87;Tarongers - Ernest Lluch;1;1,4,6;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=87&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=87&lang=va;"{""coordinates"": [-0.33962222958677185, 39.47813800932393], ""type"": ""Point""}";39.47813800932393, -0.33962222958677185
237206;21;Mislata Almassil;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=21&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=21&lang=va;"{""coordinates"": [-0.42436945424021477, 39.47600940862436], ""type"": ""Point""}";39.47600940862436, -0.42436945424021477
237128;84;Cabanyal;1;4,6;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=84&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=84&lang=va;"{""coordinates"": [-0.32758334324746624, 39.47285465383452], ""type"": ""Point""}";39.47285465383452, -0.32758334324746624
237208;19;Nou d'Octubre;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=19&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=19&lang=va;"{""coordinates"": [-0.4076305632336302, 39.47065738808727], ""type"": ""Point""}";39.47065738808727, -0.4076305632336302
237144;14;Alameda;1;3,5,7,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=14&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=14&lang=va;"{""coordinates"": [-0.36531665913727224, 39.47315601519005], ""type"": ""Point""}";39.47315601519005, -0.36531665913727224
237202;119;Manises;1;3,5,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=119&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=119&lang=va;"{""coordinates"": [-0.45906543770181946, 39.48958973107335], ""type"": ""Point""}";39.48958973107335, -0.45906543770181946
237182;60;Paterna;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=60&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=60&lang=va;"{""coordinates"": [-0.44197198712674723, 39.49880985401933], ""type"": ""Point""}";39.49880985401933, -0.44197198712674723
237130;115;Marítim;1;5,6,7,8;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=115&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=115&lang=va;"{""coordinates"": [-0.3382369870182364, 39.46493915696556], ""type"": ""Point""}";39.46493915696556, -0.3382369870182364
237179;57;Benimàmet;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=57&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=57&lang=va;"{""coordinates"": [-0.41941112325677876, 39.501876870507694], ""type"": ""Point""}";39.501876870507694, -0.41941112325677876
237178;56;Cantereria;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=56&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=56&lang=va;"{""coordinates"": [-0.41207221129513766, 39.50238041102936], ""type"": ""Point""}";39.50238041102936, -0.41207221129513766
237194;70;Benaguasil;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=70&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=70&lang=va;"{""coordinates"": [-0.5839277509085257, 39.598880807680814], ""type"": ""Point""}";39.598880807680814, -0.5839277509085257
237161;49;Realón;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=49&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=49&lang=va;"{""coordinates"": [-0.4640137851031758, 39.39390567874968], ""type"": ""Point""}";39.39390567874968, -0.4640137851031758
237093;86;Beteró;1;1,4,6;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=86&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=86&lang=va;"{""coordinates"": [-0.3342027661976934, 39.47659305743498], ""type"": ""Point""}";39.47659305743498, -0.3342027661976934
237103;95;Marxalenes;1;4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=95&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=95&lang=va;"{""coordinates"": [-0.3838368950525468, 39.48797229915813], ""type"": ""Point""}";39.48797229915813, -0.3838368950525468
237097;90;Vicente Zaragozá;1;1,4,6;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=90&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=90&lang=va;"{""coordinates"": [-0.35794723073587614, 39.4833717743908], ""type"": ""Point""}";39.4833717743908, -0.35794723073587614
237099;91;Trinitat;1;1,4,6;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=91&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=91&lang=va;"{""coordinates"": [-0.367763877448546, 39.48627094440176], ""type"": ""Point""}";39.48627094440176, -0.367763877448546
237192;68;La Pobla de Vallbona;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=68&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=68&lang=va;"{""coordinates"": [-0.5622777944476075, 39.58276371115498], ""type"": ""Point""}";39.58276371115498, -0.5622777944476075
237098;12;Benimaclet;1;1,3,4,5,6,7,9;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=12&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=12&lang=va;"{""coordinates"": [-0.3623333272775772, 39.48485187642764], ""type"": ""Point""}";39.48485187642764, -0.3623333272775772
237185;63;La Canyada;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=63&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=63&lang=va;"{""coordinates"": [-0.4871222073769305, 39.52680591747526], ""type"": ""Point""}";39.52680591747526, -0.4871222073769305
237183;61;Santa Rita;1;2;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=61&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=61&lang=va;"{""coordinates"": [-0.45510554349709487, 39.505657235448645], ""type"": ""Point""}";39.505657235448645, -0.45510554349709487
237173;37;Massalavés;1;1;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=37&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=37&lang=va;"{""coordinates"": [-0.5187610983053753, 39.143806497062336], ""type"": ""Point""}";39.143806497062336, -0.5187610983053753
237109;55;Empalme;1;1,2,4;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=55&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=55&lang=va;"{""coordinates"": [-0.40210834198203727, 39.499576608331175], ""type"": ""Point""}";39.499576608331175, -0.40210834198203727
237092;85;La Cadena;1;4,6,8;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=85&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=85&lang=va;"{""coordinates"": [-0.32937499930776953, 39.47520450774123], ""type"": ""Point""}";39.47520450774123, -0.32937499930776953
237091;81;Platja Malva-rosa;1;4,6,8;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=81&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=81&lang=va;"{""coordinates"": [-0.32572779107454036, 39.47369007271332], ""type"": ""Point""}";39.47369007271332, -0.32572779107454036
237090;82;Platja les Arenes;1;4,6,8;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=82&lang=es;https://geoportal.valencia.es/geoportal-services/api/v1/salidas-metro.html?estacion=82&lang=va;"{""coordinates"": [-0.325727790999878, 39.46892933010812], ""type"": ""Point""}";39.46892933010812, -0.325727790999878
